x,y
1025280,0
2307960,0
2399760,0
2439720,0
2190240,0
2740500,0
1000500,0
2742336,0
2742336,0
1000500,0
-1,0
2445120,0
2742336,0
-1,0
2310120,0
-1,0
1033920,0
-1,0
2446200,0
1483776,1
1036800,0
2073600,0
2212920,0
-1,0
1483776,0
-1,0
-1,0
-1,0
2742336,0
2384640,0
3338496,0
2305800,0
2446200,0
2446200,0
2332800,0
-1,0
2740500,0
2384640,0
-1,0
2391120,0
-1,0
1483776,0
-1,0
2446200,0
-1,0
-1,0
2740500,0
2742336,0
-1,0
2073600,0
2740500,0
2742336,0
2073600,0
2371680,0
867600,0
2073600,0
-1,0
-1,0
869760,0
2235600,0
1000500,0
-1,0
2073600,0
3338496,0
-1,0
-1,0
-1,0
-1,1
2191320,0
2740500,0
-1,0
1483776,0
-1,0
426240,1
2742336,0
2203200,0
2742336,1
2740500,0
-1,0
2448360,0
2201040,0
2742336,0
-1,0
2332800,0
3338496,0
2233440,0
2740500,0
1000500,0
2177280,0
-1,0
-1,0
2742336,0
-1,0
2742336,0
-1,0
2225880,0
2527200,0
1000500,0
2742336,0
-1,0
2740500,0
2307960,0
2742336,0
2278800,0
-1,1
2742336,0
2446200,0
2196720,0
2196720,0
2345760,0
3338496,0
2073600,1
1000500,0
-1,0
-1,1
2742336,0
3338496,0
-1,0
2740500,1
2289600,1
921600,0
2446200,0
-1,0
2742336,0
3338496,0
2371680,0
-1,0
2399760,1
3338496,0
2448360,0
-1,0
2742336,0
2073600,0
2377080,0
-1,0
-1,0
-1,0
2310120,0
-1,0
-1,0
-1,0
2740500,0
2073600,0
-1,0
-1,0
-1,0
-1,0
2740500,0
1956960,0
2740500,0
2298240,0
-1,0
2740500,0
2527200,0
-1,0
-1,0
2742336,0
2446200,0
-1,0
-1,0
2073600,0
2073600,0
2742336,0
-1,0
1036080,0
2740500,0
3338496,0
-1,0
2073600,0
2737728,0
2423520,0
2073600,0
2740500,0
-1,0
2251125,0
1000500,0
861120,0
2742336,0
-1,0
-1,0
2742336,0
-1,0
-1,0
979200,0
2740500,0
-1,1
-1,0
1483776,0
2740500,0
727040,1
2233440,0
2253960,0
2742336,0
-1,0
-1,0
1483776,0
-1,0
-1,0
2527200,0
2742336,0
2742336,0
2527200,0
-1,0
2742336,0
-1,0
2742336,0
2300400,0
-1,0
2740500,0
2740500,0
-1,0
2742336,0
1483776,0
-1,0
-1,0
2073600,0
2073600,0
2310120,0
2192400,0
-1,1
2322000,0
2332800,0
1000500,0
2742336,0
1000500,0
864000,0
2289600,0
1483776,0
2740500,0
1956960,0
1000500,0
1000500,0
2377080,0
2073600,0
2740500,0
-1,0
2331720,0
2073600,0
-1,0
2371680,0
2439720,1
2742336,0
2742336,0
-1,0
2742336,0
-1,0
2740500,0
2740500,0
2201040,0
2740500,0
2191320,0
1483776,0
1000500,1
2740500,0
2740500,0
2177280,0
-1,0
2740500,0
2073600,0
-1,0
-1,0
-1,0
-1,0
-1,0
2742336,0
1000500,0
1000500,0
864000,0
-1,0
-1,0
-1,0
-1,0
2192400,0
1483776,0
2386800,0
-1,0
2740500,0
2310120,0
2742336,0
1000500,0
-1,0
2251125,0
2439720,0
1021680,0
-1,0
-1,0
-1,0
-1,0
1483776,0
-1,0
1483776,0
2306880,0
-1,0
3338496,0
-1,0
2326320,0
1000500,0
-1,0
2740500,0
2371680,0
2742336,0
2527200,0
921600,0
2073600,0
-1,0
-1,0
2305800,0
3338496,0
2740500,0
-1,0
2449440,0
2742336,0
1000500,0
2073600,0
2435400,0
2371680,0
-1,0
2742336,0
3338496,0
3338496,0
1483776,0
-1,0
1036800,0
-1,0
-1,0
2742336,0
1483776,0
-1,0
2742336,0
-1,0
-1,0
2740500,0
1000500,0
-1,0
-1,0
-1,0
2740500,0
2241000,0
-1,0
2386800,0
-1,0
-1,0
2220480,0
2742336,0
-1,0
1483776,0
1483776,0
2332800,0
2391120,0
-1,0
2740500,0
1036080,0
2073600,0
967680,0
-1,0
921600,0
1000500,0
-1,0
-1,0
2332800,0
2742336,0
2740500,0
2220480,0
1000500,0
2740500,0
2740500,0
2742336,0
2073600,0
-1,0
2740500,0
-1,0
2740500,0
2446200,0
2419200,0
2740500,0
2740500,0
2740500,0
2740500,0
2386800,0
2073600,0
2462400,0
-1,0
-1,0
-1,0
1000500,0
-1,0
-1,0
2742336,0
-1,0
2742336,0
1000500,0
2365200,0
-1,0
2742336,0
3338496,0
2391120,0
-1,0
1483776,0
2740500,0
2742336,0
2742336,0
2742336,0
2742336,0
1483776,0
2073600,0
-1,0
-1,0
-1,0
2742336,0
-1,0
2742336,0
1483776,0
2446200,0
-1,0
1000500,0
-1,0
2740500,0
1000500,1
2740500,0
2289600,1
1483776,1
2316600,0
3338496,0
1000500,0
-1,0
1036080,0
-1,0
-1,0
2740500,1
2740500,1
-1,0
2742336,0
1483776,0
2740500,0
-1,0
967680,0
2740500,0
-1,0
-1,0
1483776,0
1000500,0
2742336,0
1483776,0
2740500,0
2742336,0
-1,0
2305800,0
-1,0
2740500,0
3338496,0
2742336,0
-1,0
-1,0
-1,1
-1,0
2073600,0
-1,0
3338496,0
2740500,0
-1,0
2742336,0
-1,0
2446200,0
-1,0
2742336,0
-1,0
921600,1
2742336,0
979200,0
2742336,0
2384640,0
-1,0
2377080,0
-1,0
-1,0
2289600,0
-1,0
2501280,0
-1,0
2742336,0
3338496,0
-1,0
-1,0
2527200,0
979200,0
1000500,0
-1,0
-1,0
-1,0
-1,0
2742336,0
1036080,1
2527200,0
-1,0
3338496,0
2742336,1
2742336,0
-1,0
1483776,0
-1,0
2289600,0
2742336,0
2742336,0
-1,0
-1,0
-1,0
-1,0
2371680,0
-1,0
1000500,0
-1,0
-1,0
1000500,0
2251125,0
2740500,0
2332800,0
2446200,0
-1,0
2203200,0
2192400,0
2332800,0
-1,0
-1,0
1000500,0
1000500,0
2310120,0
-1,0
921600,0
1000500,1
2742336,0
2742336,0
2740500,0
-1,0
2073600,0
-1,0
-1,0
-1,0
2391120,0
-1,0
2740500,0
967680,0
-1,0
2371680,0
2220480,0
1000500,0
2740500,0
1000500,0
2742336,0
1036080,0
-1,0
2740500,0
2742336,0
2742336,0
3338496,0
1000500,0
2312280,0
1000500,0
2289600,0
2310120,0
-1,0
1000500,0
-1,0
-1,0
-1,0
2740500,0
-1,0
1483776,0
-1,0
-1,0
2740500,0
1483776,0
-1,1
2196720,0
2742336,0
2740500,0
2742336,0
2191320,0
2742336,0
2446200,0
2740500,0
3338496,0
2289600,0
2742336,0
2073600,0
2073600,0
2177280,1
1000500,0
-1,0
2377080,0
921600,0
2501280,0
2742336,0
-1,0
1000500,0
2316600,0
2742336,0
2073600,0
-1,0
2742336,0
3338496,0
-1,0
1000500,0
1000500,0
2445120,0
-1,0
2740500,0
2527200,0
2740500,0
2742336,0
-1,0
-1,0
2740500,0
-1,0
1483776,0
-1,0
1000500,0
3338496,0
2462400,0
-1,0
-1,0
2446200,0
-1,0
2742336,0
-1,0
-1,0
2302560,0
-1,0
-1,0
2073600,0
-1,0
-1,0
-1,0
3338496,0
2445120,0
2384640,0
3985920,0
1483776,0
2196720,1
2073600,0
-1,0
2331720,1
-1,0
-1,0
2203200,0
-1,0
2742336,0
2300400,0
2742336,0
2446200,0
-1,0
-1,0
-1,0
1000500,0
3338496,0
2740500,0
1000500,0
2073600,0
-1,0
921600,0
1483776,0
2742336,0
3338496,0
-1,0
2742336,0
1080000,0
2740500,0
-1,0
1000500,0
1483776,0
-1,0
-1,0
2445120,0
2740500,0
1483776,0
2445120,0
3338496,0
-1,0
-1,0
-1,0
-1,0
2307960,0
2740500,0
-1,0
-1,0
976320,0
-1,0
-1,0
-1,0
1036800,1
-1,0
2377080,0
2740500,0
1000500,0
1000500,0
864000,0
1036800,0
2740500,0
3338496,0
2740500,0
2742336,0
2527200,0
2448360,0
2305800,0
1000500,0
-1,0
2177280,0
-1,0
2313360,0
2742336,0
2377080,0
1483776,0
-1,0
-1,0
2384640,0
2740500,0
2220480,0
-1,0
-1,0
-1,0
2073600,0
2740500,0
2742336,0
2073600,0
2742336,0
2191320,0
2302560,0
1483776,0
1000500,0
2742336,0
-1,0
2742336,0
-1,0
2740500,1
-1,0
1483776,0
2742336,0
-1,0
864000,0
2742336,0
1000500,0
2740500,0
2742336,0
-1,0
2377080,0
2740500,0
1000500,0
-1,0
2326320,0
2300400,0
1483776,0
2448360,0
-1,0
1483776,0
1033920,0
2177280,0
2742336,0
2073600,0
-1,0
2742336,0
-1,0
2740500,0
1956960,0
2377080,0
1000500,0
3338496,0
1483776,0
1483776,0
921600,1
-1,0
-1,1
2742336,0
2742336,1
-1,0
-1,0
2307960,0
1000500,0
-1,1
-1,0
1000500,0
-1,0
2740500,0
2742336,0
-1,0
1483776,0
-1,0
2742336,0
-1,0
-1,0
2740500,0
-1,0
3338496,0
-1,0
-1,0
-1,0
-1,0
2201040,0
2740500,0
2740500,0
2073600,0
-1,0
2177280,0
1483776,0
2742336,0
-1,0
1483776,0
2212920,0
-1,0
2742336,0
1084320,0
2384640,0
2448360,0
3338496,0
2742336,0
-1,0
2742336,0
-1,0
-1,0
-1,0
-1,0
2326320,1
2285280,0
2742336,0
2740500,0
979200,0
2740500,0
-1,0
2742336,0
2742336,0
2742336,0
1000500,0
2446200,0
3338496,1
2251125,0
3338496,0
2527200,0
2261520,0
1000500,0
1036080,0
-1,0
-1,0
-1,0
1025280,0
2742336,0
1483776,0
1000500,0
2740500,0
1483776,0
2300400,0
-1,0
2332800,0
-1,0
2251125,0
2740500,0
-1,0
3338496,0
2742336,0
-1,0
1483776,0
-1,1
2742336,0
-1,0
3338496,0
2386800,0
1000500,0
-1,0
2205360,0
1000500,0
2740500,0
-1,0
1218000,0
2073600,0
-1,0
-1,0
2251125,0
2742336,0
-1,0
2310120,0
2391120,0
-1,0
-1,1
2439720,0
921600,0
1483776,0
2740500,0
1036080,0
2737728,0
-1,0
-1,0
2742336,0
-1,0
2742336,0
1483776,0
2742336,0
1000500,0
2439720,0
2740500,0
2386800,0
1483776,0
2251125,0
2742336,0
-1,0
-1,0
2740500,0
-1,0
-1,0
-1,0
2310120,0
-1,1
2742336,0
2439720,0
2740500,0
-1,0
2740500,0
2298240,0
-1,0
2275560,0
-1,0
-1,0
2742336,0
2371680,0
1000500,0
2740500,0
1000500,0
2384640,0
-1,0
2740500,0
2446200,0
2073600,0
2073600,0
2446200,0
1000500,0
-1,0
2740500,0
1483776,0
3338496,0
2201040,0
1000500,1
-1,0
1000500,0
2527200,0
-1,0
2261520,0
1000500,0
2439720,0
-1,0
2446200,0
2740500,0
3338496,0
-1,0
2376000,0
2445120,0
-1,0
2446200,0
2527200,0
3338496,0
-1,0
2326320,0
2073600,0
-1,0
1483776,0
2177280,0
-1,0
2742336,0
-1,0
1000500,0
2306880,0
-1,0
2740500,0
2371680,0
-1,0
-1,0
-1,0
2520720,0
2371680,0
2220480,0
2742336,0
2740500,0
2740500,0
1073520,0
-1,0
2399760,0
2261520,0
2365200,1
-1,0
1036080,0
2740500,0
2740500,0
2220480,0
1483776,0
3338496,0
-1,0
1000500,0
-1,0
-1,0
-1,0
2384640,0
-1,1
921600,0
1036080,0
1000500,0
-1,0
2073600,0
2740500,0
-1,0
2742336,0
2742336,0
2384640,0
2742336,1
2740500,0
2740500,1
-1,0
-1,0
1000500,0
1000500,0
2191320,0
2073600,0
1483776,1
2336040,0
2740500,0
-1,0
2742336,0
2742336,0
1483776,0
3338496,0
1218000,0
1000500,0
3338496,0
1483776,0
1000500,0
2742336,0
2740500,0
2740500,0
3338496,0
-1,0
2386800,0
-1,0
-1,0
2527200,0
2742336,0
-1,0
-1,0
-1,0
2740500,0
2740500,0
2371680,1
1000500,0
-1,0
1000500,0
-1,0
1033920,0
2300400,0
-1,0
-1,0
2527200,0
2740500,0
2371680,0
-1,0
2742336,0
2368440,1
-1,0
1000500,0
3338496,0
-1,0
2740500,0
1094400,1
2740500,0
2740500,0
2191320,0
-1,0
2462400,0
-1,0
1483776,0
-1,0
2196720,0
1000500,0
-1,0
3338496,0
2594256,0
2742336,0
-1,0
2446200,0
-1,0
2177280,1
1000500,0
2391120,0
-1,0
3338496,0
2742336,0
-1,0
1483776,0
518400,0
2742336,0
2212920,0
2371680,0
-1,0
-1,0
-1,0
1000500,0
2740500,0
-1,0
2740500,0
1483776,0
2527200,0
-1,0
2448360,0
1483776,0
1000500,0
-1,0
-1,0
1000500,0
-1,0
1483776,0
-1,0
2312280,0
2448360,0
727040,0
1000500,0
2740500,0
2740500,0
2740500,0
-1,1
2289600,0
1483776,0
2073600,0
2191320,0
-1,0
-1,0
-1,0
3338496,0
1000500,0
2740500,0
1000500,0
-1,0
2740500,0
2742336,0
2742336,0
-1,0
2742336,0
-1,0
-1,0
1483776,0
2527200,0
2391120,0
2377080,0
2384640,0
-1,0
2371680,0
2073600,0
2527200,0
-1,0
2177280,0
1483776,0
2073600,0
-1,0
-1,0
2371680,0
2740500,0
2742336,0
2203200,1
1000500,0
-1,0
-1,0
-1,0
-1,0
-1,0
2742336,0
2501280,0
2740500,0
-1,0
1036080,0
2740500,0
2073600,0
2384640,0
-1,0
-1,0
2332800,0
-1,0
1000500,0
2742336,0
2742336,0
-1,0
1000500,0
2278800,0
1000500,0
2220480,0
2304720,0
2742336,0
1000500,0
-1,0
-1,0
-1,0
-1,0
1000500,0
1483776,0
-1,0
2316600,1
-1,0
-1,0
2742336,0
2742336,0
-1,0
2257200,0
-1,0
-1,0
2371680,0
1036800,0
3338496,0
-1,0
2395440,0
1000500,0
1000500,0
2445120,0
-1,0
-1,1
-1,0
-1,0
2740500,0
2740500,0
-1,0
1000500,0
921600,0
-1,0
-1,1
2073600,0
2740500,0
1000500,0
1483776,0
2742336,0
-1,0
-1,0
2073600,0
-1,0
2742336,0
2423520,0
1036800,0
-1,0
1000500,0
2445120,0
-1,1
1000500,1
2740500,0
2742336,0
1483776,0
3338496,0
2073600,0
2742336,0
2740500,0
2740500,0
-1,0
2740500,0
-1,0
2740500,0
2740500,0
-1,0
1000500,0
-1,0
-1,0
2742336,0
2742336,0
-1,0
2527200,1
2742336,0
2527200,0
3338496,0
3338496,0
-1,0
-1,0
-1,0
2742336,0
2384640,0
-1,0
-1,0
-1,0
2742336,0
-1,0
1483776,0
3338496,0
-1,0
2742336,0
-1,0
1000500,1
2742336,0
2439720,0
-1,0
2742336,0
-1,0
1000500,0
-1,0
2300400,0
2073600,0
2740500,0
2740500,0
2331720,0
-1,0
1000500,0
-1,0
1483776,0
-1,0
2302560,0
-1,0
-1,0
2302560,0
-1,0
1483776,0
2742336,0
-1,0
1483776,0
2740500,0
2332800,0
-1,0
-1,0
-1,0
2073600,0
-1,0
-1,0
1000500,0
1000500,0
2305800,0
2371680,0
-1,0
2740500,0
2527200,0
1000500,1
2742336,0
-1,0
2527200,0
2742336,0
-1,0
2740500,0
1000500,0
2740500,0
2501280,0
2410560,0
-1,0
2742336,1
2740500,0
1000500,0
2288520,0
2073600,0
2740500,0
2742336,0
2073600,1
-1,0
2740500,0
1033920,0
3338496,0
2740500,0
2377080,0
2384640,0
-1,0
2397600,0
1033920,1
-1,0
2247480,0
-1,0
1000500,0
-1,0
-1,0
2332800,0
2073600,0
1000500,0
2073600,1
1000500,0
1036080,0
-1,0
-1,0
1483776,0
2742336,0
1036800,0
1483776,1
2527200,0
2446200,0
2740500,0
-1,0
2740500,0
2446200,0
-1,0
2300400,0
-1,0
1000500,0
2301480,0
2371680,0
2742336,0
921600,0
2740500,0
2203200,0
1073520,0
1483776,0
2742336,0
2740500,1
2270160,0
1483776,0
-1,0
1483776,0
2742336,0
1000500,0
-1,0
-1,0
-1,0
2742336,0
2740500,0
1483776,0
921600,0
-1,0
2742336,0
2740500,0
1956960,0
2742336,0
2192400,0
1033920,1
-1,0
2073600,0
2740500,0
3338496,0
-1,0
3338496,0
2448360,0
-1,0
4348800,0
1000500,0
2194560,0
1483776,0
2384640,0
3931200,0
-1,0
-1,0
2446200,0
1000500,0
2742336,0
2742336,0
-1,0
979200,0
2366280,1
1000500,0
3338496,0
-1,0
2742336,0
1000500,0
-1,0
-1,0
979200,0
-1,0
2191320,0
3338496,0
2391120,0
2742336,0
1483776,0
1000500,0
2740500,1
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
-1,0
2742336,0
2073600,0
2742336,0
-1,0
2742336,1
2740500,0
2742336,0
2445120,0
1033920,1
-1,0
2233440,0
2740500,0
2742336,0
2742336,1
1000500,0
921600,0
1000500,0
-1,0
2740500,0
2073600,0
1483776,0
2742336,0
1483776,0
-1,0
727040,0
2742336,0
2384640,0
2742336,0
2244240,0
-1,0
2448360,0
3338496,0
2336040,0
1036800,0
2742336,1
2742336,1
1483776,0
2740500,0
2527200,0
2742336,0
-1,0
2073600,0
1000500,0
2742336,0
-1,0
2446200,0
2073600,0
2220480,0
2740500,1
-1,0
3338496,0
-1,0
-1,0
-1,0
2306880,0
-1,0
2742336,0
2740500,0
1483776,0
2740500,0
1036080,0
3338496,0
2742336,0
2305800,0
2073600,0
-1,0
2742336,0
921600,0
2073600,1
2377080,0
2740500,0
2261520,0
2742336,0
2742336,0
3338496,0
2740500,0
2742336,0
2300400,0
-1,0
-1,0
2527200,1
1483776,0
1000500,0
2371680,0
-1,0
2742336,0
2740500,0
1000500,0
2233440,0
2302560,0
2742336,0
2307960,0
-1,0
2742336,0
1051200,0
2439720,0
1000500,0
2740500,0
2740500,0
1000500,0
2251125,0
2293920,0
2740500,0
2737728,0
-1,0
2740500,0
-1,0
-1,0
-1,0
2740500,0
3338496,0
1483776,0
1000500,0
1935360,0
2261520,0
1483776,0
-1,0
2742336,0
2742336,0
2287440,0
-1,0
-1,0
-1,0
-1,0
2073600,0
-1,0
3338496,0
2740500,0
-1,0
-1,0
2527200,0
2740500,0
2742336,0
1000500,0
2740500,0
-1,0
-1,0
2386800,0
2462400,0
-1,0
1000500,0
-1,0
-1,0
2742336,0
2336040,0
1000500,0
2220480,0
1483776,0
2073600,0
2742336,0
2289600,1
2307960,0
2740500,0
1000500,0
2073600,0
2740500,0
2742336,0
2302560,0
2251125,0
-1,1
861120,1
2740500,0
2332800,1
2742336,0
1036800,0
-1,0
-1,0
3338496,0
2220480,0
-1,0
2742336,0
2742336,0
-1,0
3338496,0
1483776,0
2742336,0
2742336,0
3338496,0
2177280,0
2448360,0
2740500,0
1000500,0
2740500,0
921600,0
-1,0
-1,0
967680,0
1000500,0
1000500,0
2742336,0
2384640,1
976320,1
-1,0
-1,0
2740500,0
-1,0
-1,0
3338496,0
2220480,0
3338496,0
2742336,0
-1,0
2318760,0
2742336,0
2439720,0
-1,0
-1,0
2742336,0
-1,0
921600,0
1000500,0
2740500,0
988560,0
2307960,0
2742336,0
-1,0
2742336,0
-1,0
2742336,0
2310120,0
-1,0
2742336,0
2742336,0
2740500,0
2740500,0
1000500,0
2310120,1
2742336,0
1000500,0
1000500,0
-1,0
2261520,0
-1,0
-1,0
-1,0
1483776,0
2740500,0
1000500,1
2742336,0
-1,0
2307960,0
921600,0
2376000,0
2740500,0
2740500,0
-1,0
-1,0
1952640,0
1000500,0
1483776,0
-1,0
-1,0
2261520,0
-1,0
2423520,0
4262400,0
1000500,1
2371680,0
2740500,0
2251125,0
2740500,0
3338496,0
2740500,0
2742336,1
-1,0
-1,0
-1,0
-1,0
1000500,0
-1,0
-1,0
-1,0
1483776,0
-1,0
2740500,0
2446200,0
-1,0
2177280,0
-1,0
2742336,0
2284200,0
2336040,0
-1,0
-1,0
3338496,0
2332800,0
2322000,0
1483776,0
-1,0
2742336,0
-1,0
1000500,0
2740500,0
2289600,1
2448360,0
2740500,0
1483776,0
1483776,0
2191320,0
-1,0
-1,0
2073600,0
2742336,0
2196720,0
3338496,0
-1,0
2445120,0
2742336,0
-1,0
-1,0
2742336,0
-1,0
-1,0
-1,0
-1,0
3338496,0
2742336,0
2742336,0
-1,0
-1,0
-1,0
3338496,0
2742336,0
-1,0
-1,0
2740500,0
2740500,0
2196720,0
2740500,0
2740500,0
-1,0
-1,0
1483776,0
2742336,0
1000500,0
-1,0
-1,0
-1,0
921600,0
3338496,0
2302560,0
2203200,0
2196720,0
-1,0
1094400,0
1000500,0
2742336,0
2740500,0
2742336,0
2742336,0
-1,0
-1,0
-1,0
1000500,0
2742336,0
-1,0
2742336,0
2742336,0
-1,0
1000500,0
2300400,0
1000500,0
2300400,0
2742336,0
2391120,0
2740500,0
-1,0
-1,0
-1,0
2527200,0
-1,0
-1,0
-1,0
2191320,0
-1,0
2742336,0
2377080,1
1483776,0
2742336,0
2740500,0
2742336,0
-1,0
1483776,0
2073600,0
-1,0
-1,0
2742336,0
-1,0
-1,0
2399760,0
2740500,0
2740500,0
2435400,0
-1,0
-1,0
1033920,0
2740500,0
2376000,0
2742336,0
2251125,0
1000500,0
-1,0
2742336,0
2300400,0
1483776,0
1483776,0
-1,1
-1,0
2191320,0
2742336,0
-1,0
2742336,0
-1,0
-1,0
2742336,0
1000500,0
976320,1
2740500,0
2742336,0
2377080,0
2742336,0
-1,1
2376000,0
2073600,0
-1,0
3338496,0
-1,0
2740500,0
1000500,0
2190240,1
2241000,0
2445120,0
2742336,0
1000500,0
2740500,0
2391120,0
2527200,0
-1,1
2192400,0
2462400,0
2307960,0
2448360,0
-1,0
2742336,0
1000500,1
2742336,0
-1,0
2742336,0
-1,0
-1,0
2742336,0
2527200,0
3338496,0
2192400,0
-1,0
2740500,0
-1,0
2737728,1
1000500,0
-1,0
1000500,0
-1,0
-1,0
2742336,0
-1,0
-1,0
2742336,0
2740500,0
-1,0
2742336,0
-1,0
2740500,0
-1,0
2740500,0
2740500,0
1025280,0
2740500,0
-1,0
-1,0
-1,0
-1,0
2331720,0
2196720,0
3338496,0
974880,0
979200,0
2289600,0
2740500,0
-1,0
2462400,0
2742336,0
2742336,0
-1,0
921600,0
2332800,0
2073600,0
2740500,0
2742336,1
2336040,0
1000500,0
2073600,0
3338496,0
-1,0
1000500,0
-1,0
1483776,0
1094400,0
2383560,0
2740500,0
2446200,0
-1,0
-1,0
2192400,1
2377080,0
2439720,0
2462400,0
1000500,0
2306880,0
4348800,0
2742336,0
3338496,0
1000500,0
-1,0
1000500,0
727040,0
-1,0
1000500,0
2233440,0
-1,0
2742336,0
-1,0
1483776,0
2742336,0
-1,0
-1,0
2742336,0
2742336,1
2740500,0
2742336,0
1218000,0
2177280,0
1483776,0
989280,0
-1,0
-1,0
1000500,0
988560,0
-1,0
-1,0
3338496,0
1483776,0
-1,0
2462400,1
3338496,0
2284200,0
2740500,0
1000500,0
2196720,0
-1,0
2446200,0
-1,0
2073600,0
2391120,0
1036080,0
2742336,0
-1,0
2740500,0
2196720,0
2742336,0
2527200,0
2257200,0
-1,0
2300400,0
2448360,0
2384640,0
1000500,0
2740500,0
2384640,0
1483776,0
1000500,0
-1,0
2371680,0
1000500,1
2740500,0
2742336,0
2742336,0
1000500,0
2742336,0
2740500,0
3338496,0
1000500,0
2740500,0
1000500,0
2740500,0
-1,1
-1,0
1218000,0
-1,0
-1,0
2740500,0
1000500,0
2073600,0
2740500,0
-1,0
3338496,0
2740500,0
-1,0
-1,1
-1,0
-1,0
2332800,0
2740500,0
-1,0
1000500,0
3338496,1
2740500,1
-1,0
-1,0
2220480,1
2527200,0
-1,0
2742336,0
-1,0
-1,0
-1,0
2742336,1
-1,0
2527200,0
1000500,0
2740500,0
2742336,0
2289600,1
-1,0
1483776,0
2527200,0
1000500,0
1000500,0
976320,0
2322000,0
-1,0
2386800,0
2740500,0
-1,0
-1,0
2740500,0
2177280,0
2224800,0
-1,0
2462400,0
2742336,0
2740500,0
2740500,0
1483776,0
2742336,0
1483776,0
-1,0
2740500,0
-1,0
1483776,0
-1,0
-1,0
-1,0
1000500,0
2742336,0
3338496,0
2462400,1
1000500,0
2740500,0
976320,0
-1,0
1000500,0
-1,1
2742336,0
2742336,0
1111680,0
2241000,0
3338496,0
1000500,0
-1,0
1483776,0
1000500,1
1036800,0
-1,0
1000500,0
2740500,0
2261520,1
-1,0
-1,0
1483776,0
1080000,0
2203200,0
2742336,0
-1,0
3338496,0
-1,0
727040,0
2742336,0
-1,0
-1,0
2742336,0
-1,0
2740500,0
2527200,0
2073600,0
2740500,0
2740500,0
-1,0
2740500,0
2742336,0
1483776,0
2742336,0
1483776,0
3338496,0
-1,0
2742336,0
3338496,0
3338496,0
921600,0
-1,0
2203200,0
-1,0
1218000,1
2278800,0
1000500,0
2742336,0
2312280,0
1094400,0
2740500,0
1000500,0
-1,0
-1,0
2527200,0
-1,0
1483776,0
2742336,0
2742336,0
2742336,0
2307960,0
-1,0
2742336,0
1000500,0
-1,0
2377080,0
1000500,0
-1,0
1483776,0
2371680,0
-1,0
2177280,0
2742336,0
2306880,0
1000500,0
988560,0
2073600,0
-1,0
-1,0
-1,0
-1,0
1483776,0
2740500,0
3338496,0
-1,0
2305800,0
1000500,0
2742336,0
2220480,0
1000500,0
2271240,0
-1,0
1000500,0
-1,0
2740500,1
-1,0
2740500,0
2740500,0
2307960,0
858240,0
2740500,0
3338496,0
2740500,0
-1,1
2448360,0
2740500,0
2742336,0
2448360,0
-1,0
2384640,0
-1,0
-1,0
2527200,0
2742336,0
1483776,0
-1,0
2742336,0
2203200,0
-1,0
2439720,0
1036080,0
3338496,0
2740500,0
2527200,0
-1,0
1483776,0
1000500,0
2401920,0
-1,0
-1,0
2742336,1
2210760,0
2527200,0
-1,0
1036800,0
-1,0
2073600,0
2220480,0
1000500,0
2439720,0
-1,0
2742336,0
-1,0
2332800,0
2446200,0
-1,0
2192400,0
-1,0
2742336,0
-1,0
2332800,0
2384640,0
-1,0
-1,0
2527200,0
1000500,0
-1,0
-1,0
2192400,0
2740500,0
3338496,0
2386800,0
2740500,0
2737728,0
-1,0
1218000,0
2742336,0
-1,0
-1,0
-1,0
1000500,0
2439720,0
1000500,0
-1,0
2073600,0
1483776,0
2307960,0
2742336,0
-1,0
2073600,0
-1,0
2742336,0
-1,0
2302560,0
1483776,0
2742336,0
2212920,0
2742336,0
2742336,0
2332800,0
-1,0
-1,0
-1,0
2073600,0
2742336,0
-1,0
4492800,0
2196720,0
-1,0
2742336,1
2312280,0
1073520,1
2383560,0
1483776,0
3338496,0
2384640,0
2740500,0
1000500,0
2742336,0
1036800,0
1483776,0
-1,0
2527200,0
2073600,0
2742336,0
2742336,0
1483776,1
2527200,0
1000500,1
1036080,0
-1,0
921600,0
-1,0
2073600,0
3338496,0
2501280,0
2331720,0
-1,0
-1,0
2742336,0
2196720,0
-1,0
-1,0
-1,0
1483776,0
1000500,0
2527200,0
1000500,0
2446200,0
-1,1
2177280,0
-1,0
2410560,0
1000500,1
-1,0
-1,0
2377080,0
2742336,0
2742336,0
-1,0
-1,0
2384640,0
-1,0
2462400,0
2742336,0
-1,0
1483776,0
2740500,0
-1,0
2073600,0
2742336,0
-1,0
2251125,0
2740500,0
2742336,0
-1,0
2740500,0
1483776,0
2377080,1
2742336,1
2742336,0
-1,0
2439720,0
2742336,0
2742336,0
2740500,0
1025280,1
3338496,0
-1,0
1483776,0
2439720,0
2445120,0
2368440,0
-1,0
2440800,1
2740500,0
1483776,0
-1,0
2740500,0
2233440,0
2740500,0
2073600,0
2740500,0
1483776,0
-1,0
2742336,0
2073600,0
2371680,0
2302560,0
2305800,0
2220480,0
1000500,0
2462400,0
-1,0
1483776,0
2073600,0
-1,0
1000500,0
3338496,0
2410560,0
2073600,0
2191320,0
3338496,0
2742336,0
-1,0
2073600,0
2073600,0
-1,0
-1,0
2742336,0
-1,0
3338496,0
2742336,0
1483776,0
2312280,0
3338496,0
2310120,0
-1,0
2740500,0
2742336,0
-1,0
-1,0
2331720,0
2073600,0
-1,0
2742336,0
