id,target,Branch,Res,Age,Income,HMOwn,LORes,HMVal,Moved,InArea,CRScore,AcctAge1,DDA,DDABal,Dep,DepAmt,Inv,InvBal,CashBk,Checks,DirDep,NSF,NSFAmt,Phone,Teller,Sav,SavBal,ATM,ATMAmt,POS,POSAmt,CD,CDBal,IRA,IRABal,LOC,LOCBal,ILS,ILSBal,MM,MMBal,MMCred,MTG,MTGBal,CCBal,CCPurc,SDB
885,0,B14,S,53,12,0,7.5,102,0,1,668,60,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,14850.84,0,0,0,,,0
886,0,B14,S,58,42,0,7.5,120,0,1,650,54,1,5946.93,1,226.88,,,0,2,0,0,0,,0,1,23988.23,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
887,0,B14,S,44,58,1,8.5,115,0,1,664,50.2,1,885.96,2,1048.21,,,0,5,1,0,0,,3,1,3984.99,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
888,0,B14,S,57,14,0,7,99,0,1,692,60.4,0,0,0,0,,,0,0,0,0,0,,0,1,3335.54,1,12948.87,,,1,35900,0,0,0,0,0,0,0,0,0,0,0,,,0
889,0,B14,U,37,72,0,6.5,121,0,1,694,63.1,1,51.34,4,1629.78,,,0,4,0,0,0,,3,1,795.84,1,544.09,,,1,8100,0,0,0,0,0,0,0,0,0,0,0,,,1
890,0,B14,U,27,34,1,9,95,0,1,573,60.8,1,2267.11,2,1226.25,,,0,0,0,0,0,,2,0,0,1,1016.64,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
891,0,B14,S,31,61,0,7,129,0,1,678,59.3,0,0,0,0,,,0,0,0,0,0,,0,1,423.63,1,1623.16,,,1,42800,0,0,0,0,0,0,1,15048.77,1,0,0,,,0
892,0,B14,U,39,20,0,6,103,0,1,697,63.2,1,2285.19,2,3174.96,,,0,3,0,0,0,,0,1,25992.58,1,11198.22,,,0,0,0,0,1,75.51,0,0,0,0,0,0,0,,,1
893,0,B14,R,36,27,0,6,118,0,1,613,58.2,1,755.37,2,615.18,,,0,3,0,0,0,,1,1,4977.98,1,307.27,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
894,0,B14,U,54,16,1,7.5,91,0,1,619,60.8,1,1317.07,3,2324.27,,,0,5,1,0,0,,0,1,2264.46,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
895,0,B14,S,40,67,0,6.5,137,0,1,653,55.5,1,11229.19,2,3195.5,,,0,3,0,0,0,,0,0,0,1,8239.32,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
896,0,B14,U,45,42,1,10.5,107,0,1,669,55.6,1,2154.41,6,4408.59,,,0,14,1,0,0,,6,1,5361.88,0,0,,,1,10400,1,423.39,0,0,0,0,0,0,0,0,0,,,0
897,0,B14,R,64,42,1,10,99,0,1,688,63.2,1,1028.83,1,123.9,,,0,0,0,0,0,,0,1,22.21,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1
898,0,B14,R,37,70,0,7,176,0,1,744,62.8,1,24446,2,27256.32,,,0,6,0,1,475.58,,4,1,11.33,0,0,,,1,20700,0,0,0,0,0,0,1,31672.01,0,0,0,,,1
899,0,B14,R,,,,,,0,1,665,55.5,1,1861.88,3,7884.01,,,0,6,0,0,0,,7,1,4972.84,1,2207.22,,,1,600,0,0,0,0,0,0,0,0,0,0,0,,,0
900,0,B14,U,54,29,0,5,108,0,1,675,58.3,1,1509.01,2,2932.97,,,0,9,0,1,25.27,,5,0,0,1,23.37,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
901,0,B14,S,37,116,0,4,163,0,1,688,59.3,1,10009.78,2,7699.46,,,0,18,0,0,0,,2,1,6929.98,1,15583.45,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1
902,0,B14,U,54,18,1,8,105,0,1,689,59.2,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
903,0,B14,R,31,25,0,6,128,0,1,633,59.3,1,14212.18,2,5060.3,,,0,8,0,0,0,,0,1,19360.45,0,0,,,0,0,0,0,1,0,1,11105.26,1,22526.33,0,0,0,,,0
904,0,B14,S,74,54,0,5.5,115,0,1,664,42.4,1,3434.89,1,517.92,,,0,4,1,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,17323.66,1,0,0,,,0
905,0,B14,U,36,88,1,13,126,0,1,646,46.3,1,1857.57,4,3036.92,,,0,11,1,0,0,,0,1,1422.65,1,3261.28,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1
906,0,B14,U,25,70,1,8.5,123,0,1,666,,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,1,25600.22,0,0,0,0,0,1,104935.81,,,0
907,0,B14,S,77,52,1,11.5,111,0,1,676,58.4,0,0,0,0,,,0,0,0,0,0,,0,1,1665.59,1,755.22,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
908,0,B14,R,47,36,1,9,99,0,1,646,59.2,1,3671.39,3,1671.46,,,0,3,0,0,0,,0,0,0,1,2141.96,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
909,0,B14,U,,,,,,0,1,666,61.2,0,0,0,0,,,0,0,0,0,0,,0,1,729.83,1,949.94,,,0,0,0,0,0,0,1,10090.93,0,0,0,0,0,,,0
910,0,B14,U,65,52,1,7.5,106,0,1,673,58.6,1,55.07,2,634.1,,,0,1,1,0,0,,0,0,0,1,190.71,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
911,0,B14,S,58,42,1,10,107,0,1,679,43.5,1,862.42,5,4840.53,,,0,25,1,1,28.29,,3,0,0,1,1168,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
912,0,B14,U,40,52,0,5,120,0,1,657,50.7,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
913,0,B14,U,57,6,0,6.5,82,0,0,675,61.5,1,303.35,0,0,,,0,0,0,0,0,,0,1,6874.08,0,0,,,0,0,1,2883.64,0,0,0,0,0,0,0,0,0,,,0
914,0,B14,R,45,107,1,10.5,129,0,1,605,60.2,1,2760.17,2,9588.88,,,0,1,1,1,27.81,,3,1,0.02,0,0,,,1,8100,0,0,0,0,0,0,0,0,0,0,0,,,0
915,0,B14,U,51,51,1,11,96,0,1,626,61.3,1,517.75,2,504.1,,,0,5,0,0,0,,2,1,1239.6,1,1723.46,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
916,0,B14,S,58,58,0,2.5,119,0,1,594,,1,2510.67,1,596.1,,,0,2,1,0,0,,2,0,0,0,0,,,1,26200,0,0,0,0,0,0,0,0,0,0,0,,,0
917,0,B14,U,38,103,0,2.5,137,0,1,703,63.1,1,2317.61,1,882.16,,,0,1,0,0,0,,1,1,1187.74,1,21.41,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
918,0,B14,U,51,61,1,8.5,121,0,1,620,57.8,0,0,0,0,,,0,0,0,0,0,,0,1,614.82,1,1584.72,,,1,8500,1,1215.32,0,0,0,0,1,14697.93,1,0,0,,,0
919,0,B14,R,33,58,0,4,114,0,1,680,62.7,1,763.14,3,2835.3,,,0,5,1,0,0,,0,1,4373.52,1,1100.72,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
920,0,B14,S,43,18,1,5.5,99,0,1,650,62.6,1,3809.19,2,2954.39,,,0,2,1,0,0,,2,0,0,1,254.84,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
921,0,B14,U,,,,,,0,1,665,62.5,1,117.47,1,51.98,,,0,1,0,0,0,,0,1,3675.24,1,30.23,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
922,0,B14,S,80,26,0,9.5,108,0,1,764,,0,0,0,0,,,0,0,0,0,0,,0,1,16148.59,0,0,,,0,0,1,53603.64,0,0,0,0,0,0,0,0,0,,,0
923,0,B14,U,61,116,0,3,157,0,1,639,60.5,1,5700.11,1,6728.31,,,0,2,0,0,0,,1,0,0,1,628.47,,,1,15000,0,0,0,0,0,0,0,0,0,0,0,,,0
924,0,B14,U,54,31,0,3,128,0,1,684,62.8,1,11355.57,2,3422.68,,,0,4,1,0,0,,0,1,8358.7,1,973.91,,,1,13100,0,0,0,0,0,0,0,0,0,0,0,,,0
925,0,B14,S,,,,,,0,1,706,43.2,1,1001.49,2,2939.07,,,0,5,0,0,0,,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
926,0,B14,S,22,15,0,4,101,0,1,612,62.4,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,1,25000,0,0,0,0,0,0,0,0,0,0,0,,,0
927,0,B14,U,35,48,1,8.5,117,0,1,607,58.2,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
928,0,B14,U,37,48,0,4,121,0,1,672,59.7,1,660.18,2,653.74,,,0,0,0,0,0,,5,1,3287.73,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
929,0,B14,U,37,67,0,4,118,0,1,637,,1,3893.57,1,718.71,,,0,1,1,0,0,,0,1,15155.2,0,0,,,1,27300,0,0,0,0,0,0,0,0,0,0,0,,,0
930,0,B14,S,51,8,0,4.5,97,0,1,679,56.4,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,1,1600,0,0,0,0,0,0,0,0,0,0,0,,,0
931,0,B14,S,68,30,1,10,208,0,1,728,47.1,1,62900.51,3,20368.11,,,0,6,1,0,0,,2,0,0,1,533.01,,,1,53300,0,0,0,0,0,0,1,59236.83,0,0,0,,,0
932,0,B14,S,,,,,,0,1,704,35.4,1,2927.58,2,1284.48,,,0,4,1,0,0,,2,0,0,0,0,,,0,0,0,0,0,0,0,0,1,17042.05,0,0,0,,,0
933,0,B14,R,47,37,0,5.5,118,0,1,616,50.1,1,980.72,2,14702.64,,,0,5,1,0,0,,3,0,0,0,0,,,0,0,0,0,0,0,0,0,1,15736.42,3,0,0,,,0
934,0,B14,U,38,5,1,7,81,0,1,616,61.6,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,1,356.35,0,0,1,14930.23,0,0,0,,,0
935,0,B14,S,59,48,0,3,125,0,0,637,61.1,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,1,25200,1,121367.69,0,0,0,0,0,0,0,0,0,,,0
936,0,B14,S,23,16,1,4,91,0,1,658,60.8,1,1825.16,2,479.48,,,0,0,1,0,0,,1,1,3119.26,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
937,0,B14,S,32,28,0,6,98,0,1,632,60.7,1,468.5,1,355.72,,,0,2,0,0,0,,0,0,0,1,191.02,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
938,0,B14,R,57,48,1,8.5,110,0,1,649,61.6,1,1072.43,2,1239.88,,,0,5,1,0,0,,0,1,10357.22,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
939,0,B14,U,66,104,1,3,143,0,0,707,59.6,0,0,0,0,,,0,0,0,0,0,,0,1,1995.99,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
940,0,B14,U,46,31,1,12.5,107,0,1,685,56.3,1,6788.12,2,2106.39,,,0,2,0,0,0,,6,1,6064.73,1,1184.16,,,1,29500,0,0,0,0,0,0,0,0,0,0,0,,,0
941,0,B14,U,,,,,,0,1,696,61.3,1,466.73,1,263.68,,,0,1,0,0,0,,1,1,7040.03,0,0,,,1,12000,0,0,0,0,0,0,0,0,0,0,0,,,1
942,0,B14,S,58,33,1,7,103,0,1,696,62.8,1,1140.4,3,21052.94,,,0,6,1,0,0,,3,1,2634.28,1,261.89,,,0,0,0,0,0,0,0,0,1,15521.03,0,0,0,,,0
943,0,B14,S,33,20,1,8,113,0,1,638,61.1,1,5983.55,2,1056.71,,,0,2,0,0,0,,6,0,0,0,0,,,0,0,0,0,0,0,0,0,1,19223.24,0,0,0,,,0
944,0,B14,S,34,77,0,5,140,0,0,629,59,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
945,0,B14,U,60,48,1,11,113,0,1,738,59.4,1,1286.41,2,827.86,,,0,18,1,0,0,,13,1,11014.15,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1
946,0,B14,R,36,44,1,12,98,0,1,653,63.1,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
947,0,B14,U,29,4,0,5.5,98,0,1,677,59.2,1,31.96,2,964.37,,,0,9,1,0,0,,0,1,2517.67,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
948,0,B14,S,42,26,1,5,95,0,1,627,62.9,1,564.38,1,586.23,,,0,0,0,0,0,,2,1,2356.32,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
949,0,B14,R,,,,,,0,1,719,59.3,1,25114.87,2,1443.53,,,0,6,1,0,0,,1,0,0,1,68.31,,,1,75600,0,0,0,0,0,0,0,0,0,0,0,,,0
950,0,B14,S,65,52,1,7.5,120,0,1,725,62.7,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,1,121500,0,0,0,0,0,0,1,14864.52,0,0,0,,,0
951,0,B14,R,29,72,1,8,123,0,0,681,58,0,0,0,0,,,0,0,0,0,0,,0,1,16403.67,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
952,0,B14,U,47,65,1,8.5,118,0,1,675,60.4,1,377.09,4,2024.01,,,0,9,1,1,39.3,,0,1,0,1,2551.81,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
953,0,B14,S,,,,,,0,1,746,59.2,0,0,0,0,,,0,0,0,0,0,,0,1,1208.03,1,24039.16,,,0,0,0,0,0,0,0,0,1,14713.89,1,0,0,,,1
954,0,B14,S,42,40,1,7.5,92,0,1,659,62.2,1,668.18,4,3790.63,,,0,15,1,0,0,,0,1,3919.86,1,1987.46,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
955,0,B14,U,34,2,1,11.5,96,0,1,635,,0,0,0,0,,,0,0,0,0,0,,0,1,15363.8,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
956,0,B14,S,53,51,1,11,119,0,1,704,36.5,1,5515.65,3,968.15,,,0,2,1,0,0,,1,0,0,0,0,,,0,0,0,0,0,0,0,0,1,18814.21,1,0,0,,,1
957,0,B14,S,24,90,0,6,139,0,1,671,59.7,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,1,10140.75,1,14943.88,0,0,0,,,0
958,0,B14,U,56,57,0,6,113,0,1,666,61.1,1,706.32,4,2493.29,,,0,1,1,0,0,,0,0,0,1,1157.38,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
959,0,B14,S,30,76,1,8,143,0,1,668,,1,714.18,3,12250.1,,,0,2,0,1,12.08,,2,1,3472.56,1,14815.04,,,1,5300,0,0,0,0,0,0,0,0,0,0,0,,,0
960,0,B14,U,46,54,1,6,116,0,1,674,61.5,1,-25.25,1,38.76,,,0,0,0,1,5.59,,0,1,2007.15,1,21.95,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
961,0,B14,R,33,20,0,8,88,0,1,724,59.5,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,1,16000,0,0,1,452.13,0,0,0,0,0,0,0,,,0
962,0,B14,U,60,21,1,9.5,88,0,1,640,57.2,1,270.11,4,2377.84,,,0,8,0,0,0,,5,1,1156.48,1,1763.04,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1
963,0,B14,U,28,32,1,11,113,0,1,628,40.8,0,0,0,0,,,0,0,0,0,0,,0,1,66131.31,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
964,0,B14,S,51,114,1,4.5,148,0,1,691,62.8,1,23.39,0,0,,,0,0,0,0,0,,0,1,361.52,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
965,0,B14,S,58,46,1,10,103,0,1,745,59,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,1,52500,1,415656.63,0,0,0,0,1,15331.98,0,0,0,,,0
966,0,B14,U,30,37,0,6,122,0,1,625,55.4,1,4077.5,2,2783.41,,,0,6,0,0,0,,5,0,0,1,77.18,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
967,0,B14,S,46,73,0,6,127,0,1,639,50.9,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
968,0,B14,U,47,23,0,5.5,104,0,1,677,62.9,1,876.18,3,4950.68,,,0,15,1,0,0,,0,1,4576.72,1,2492.74,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
969,0,B14,U,41,25,0,5,101,0,1,642,58.8,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,1,0,0,0,0,0,1,15029.71,1,0,0,,,1
970,0,B14,U,53,8,1,12.5,83,0,1,685,60.2,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,1,80800,0,0,0,0,0,0,0,0,0,0,0,,,0
971,0,B14,S,80,51,1,10,117,0,1,669,61.5,1,973.54,2,1230.61,,,0,3,0,0,0,,0,1,24.75,1,1460.49,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
972,0,B14,U,,,,,,0,1,725,45.2,0,0,0,0,,,0,0,0,0,0,,0,1,3048.61,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
973,0,B15,U,44,41,1,6,110,0,1,695,61,0,0,0,0,,,0,0,0,0,0,,0,1,420.24,1,0,,,1,20000,0,0,0,0,0,0,0,0,0,0,0,,,0
974,0,B15,U,69,21,1,7.5,100,0,1,692,59.6,1,1373,3,3216.25,,,0,4,0,0,0,,0,1,4786.13,1,4744.66,,,1,3200,0,0,0,0,0,0,0,0,0,0,0,,,0
975,0,B15,U,50,15,0,4,86,0,1,648,59,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,1,9945.18,1,14818.83,2,0,0,,,0
976,0,B15,S,68,4,1,11,83,0,1,702,48.4,1,3892.82,1,706.48,,,0,3,0,0,0,,0,1,22847.72,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
977,0,B15,U,46,75,1,7.5,120,0,1,658,58.9,0,0,0,0,,,0,0,0,0,0,,0,1,8828.23,0,0,,,0,0,0,0,1,23287.2,0,0,0,0,0,0,0,,,0
978,0,B15,R,48,10,1,9.5,92,0,1,648,59.7,0,0,0,0,,,0,0,0,0,0,,0,1,11001.33,1,419.33,,,0,0,1,7283.36,0,0,0,0,0,0,0,0,0,,,1
979,0,B15,S,51,94,0,3.5,141,0,1,676,61.9,1,396.92,2,726.66,,,0,3,0,0,0,,2,1,375.98,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
980,0,B15,R,31,26,0,5.5,107,0,1,677,62.5,1,761.77,3,5867.14,,,0,9,0,0,0,,7,0,0,1,881.47,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
981,0,B15,U,61,51,0,6,119,0,1,696,61.2,1,2330.08,2,1688.37,,,0,6,0,0,0,,3,0,0,1,53.71,,,1,12300,0,0,0,0,0,0,0,0,0,0,0,,,0
982,0,B15,U,42,37,1,7,117,0,1,760,55.1,1,554.11,5,2184.05,,,0,11,0,0,0,,0,1,28318.69,1,22885.97,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
983,0,B15,R,50,54,1,10,116,0,1,660,63.1,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,1,40000,1,2372.69,0,0,0,0,0,0,0,0,0,,,1
984,0,B15,R,74,26,1,8,118,0,1,724,59.5,1,5177.9,3,4937.29,,,0,7,1,0,0,,4,1,18359.59,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
985,0,B15,U,41,58,0,7,124,0,1,700,44.1,1,3953.13,2,230.01,,,0,0,0,0,0,,0,1,90.51,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
986,0,B15,U,49,45,1,9.5,105,0,1,711,60.2,1,970.34,1,352.84,,,0,0,0,0,0,,0,1,9811.22,1,759.67,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
987,0,B15,U,41,85,1,5.5,168,0,1,632,62.9,1,27671.21,3,40905.61,,,0,26,0,0,0,,9,1,4801.03,1,3287.01,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
988,0,B15,U,,,,,,0,1,615,56.3,1,1763.34,2,2975.86,,,0,3,0,0,0,,0,1,4163.95,1,4010.98,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
989,0,B15,S,84,13,1,12,95,0,1,692,59.2,1,950.89,1,1686.52,,,0,2,0,0,0,,3,1,8085.39,0,0,,,0,0,0,0,0,0,0,0,1,14469.75,0,0,0,,,0
990,0,B15,S,71,50,1,4,123,0,1,674,55.1,1,4902.96,6,27399.95,,,0,13,0,0,0,,14,1,2653.09,1,3987.36,,,1,2700,0,0,0,0,0,0,0,0,0,1,55307.26,,,0
991,0,B15,S,46,13,0,5,94,0,0,717,50.5,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,15010.99,0,0,0,,,0
992,0,B15,S,,,,,,0,1,612,62.8,1,12267.13,2,2759.06,,,0,7,1,0,0,,1,1,592.78,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
993,0,B15,S,29,59,1,4.5,129,0,1,611,60,1,1483.51,1,336.7,,,0,4,0,0,0,,4,1,6513.16,0,0,,,1,2500,0,0,0,0,0,0,1,15219.22,1,0,0,,,1
994,0,B15,S,,,,,,0,1,676,58.3,1,4524.65,1,575.12,,,0,6,1,0,0,,0,1,16564.79,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
995,0,B15,U,28,50,1,6,124,0,1,614,59.6,1,1703.61,1,1977.28,,,0,1,0,1,17.34,,0,0,0,0,0,,,0,0,1,25859.62,1,36435.93,1,10124.31,0,0,0,1,1101060.96,,,0
996,0,B15,S,,,,,,0,1,659,55.6,1,2097.19,3,4351.65,,,0,7,1,0,0,,10,1,345.18,1,2167.16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
997,0,B15,U,50,26,1,9.5,94,0,1,702,58.3,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,1,21800,0,0,0,0,0,0,1,15137.88,0,0,0,,,0
998,0,B15,S,78,43,1,11.5,107,0,1,713,54.7,1,3100.85,2,1681.36,,,0,8,0,0,0,,3,0,0,0,0,,,0,0,0,0,0,0,0,0,1,16999.48,0,0,0,,,0
999,0,B15,U,28,80,1,7.5,127,0,1,589,,1,7340.07,2,893.3,,,0,10,1,0,0,,3,1,36965.33,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
1000,0,B15,S,45,24,1,8,103,1,1,709,62,1,4745.21,0,0,,,0,0,0,0,0,,1,1,8659.16,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
1001,0,B15,S,62,7,0,6,107,0,1,720,44.3,1,897.19,1,416.19,,,0,2,1,0,0,,0,1,6569.07,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
1002,0,B15,U,39,25,1,5.5,100,0,1,647,59.7,1,7168.52,3,5296.8,,,0,6,0,0,0,,0,1,19471.52,1,11315.46,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
1003,0,B15,U,53,36,1,11.5,92,0,1,732,59.1,1,1064.91,3,2724.18,,,0,6,0,0,0,,1,0,0,1,1322.15,,,1,2900,0,0,0,0,0,0,0,0,0,0,0,,,0
1004,0,B15,S,34,33,0,6,115,0,0,663,55.3,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,1,400,0,0,0,0,0,0,0,0,0,0,0,,,0
1005,0,B15,R,,,,,,0,1,695,60.6,1,554.19,1,779.97,,,0,0,0,0,0,,1,1,10302.52,1,33.23,,,1,73700,0,0,0,0,0,0,0,0,0,0,0,,,0
1006,0,B15,S,53,29,1,11.5,106,0,1,658,63,1,2286.09,1,518.73,,,0,3,0,0,0,,2,1,21838.25,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
1007,0,B15,S,31,64,1,6,120,0,1,698,52.7,1,714.62,2,1005.57,,,0,2,0,1,4.55,,1,1,495.09,1,169.31,,,1,35100,0,0,0,0,0,0,0,0,0,0,0,,,0
1008,0,B15,U,74,10,0,5.5,88,0,1,697,35.1,1,1210.58,1,350.15,,,0,4,1,0,0,,0,1,5266.66,0,0,,,1,24700,0,0,0,0,0,0,1,15252.11,2,0,0,,,1
1009,0,B15,U,49,50,0,3,109,0,1,658,58.6,1,1343.53,2,1572.21,,,0,10,0,0,0,,3,1,15175.73,1,73.14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1
1010,0,B15,S,46,21,1,11,86,0,1,676,60,1,896.31,2,871.61,,,0,3,1,0,0,,4,1,13835.01,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
1011,0,B15,S,43,28,0,4.5,97,0,0,637,60.9,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,1,37257.57,0,0,0,0,0,0,0,0,0,,,0
1012,0,B15,S,59,82,1,6.5,140,0,1,667,62.5,1,274.23,2,537.32,,,0,1,0,0,0,,1,1,1607.64,1,28.92,,,1,2700,0,0,0,0,0,0,0,0,0,0,0,,,0
1013,0,B15,R,46,72,0,6,128,0,1,708,60.6,1,2068.11,3,3356.65,,,0,6,0,0,0,,2,1,15258.46,1,6132.69,,,1,8100,0,0,0,0,0,0,0,0,0,0,0,,,0
1014,0,B15,S,36,61,1,6.5,127,0,1,717,57.7,1,4791.89,2,802.34,,,0,3,1,0,0,,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
1015,0,B15,U,54,64,1,11.5,177,0,1,705,35.7,1,41811.92,2,2086.7,,,0,5,1,0,0,,1,0,0,1,663.51,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
1016,0,B15,R,,,,,,0,1,711,60.2,1,2184.4,5,5308.16,,,0,8,1,0,0,,1,1,1299.59,1,758.37,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
1017,0,B15,S,43,37,0,4,119,1,1,651,61.5,1,1489.8,3,6742.92,,,0,3,0,0,0,,1,1,4754.8,1,5850.42,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
1018,0,B15,U,42,23,0,5.5,89,0,1,686,57.8,1,712.07,2,672.86,,,0,0,0,0,0,,1,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
1019,0,B15,U,46,15,0,5,106,0,1,651,63.1,1,7351.59,2,3810.83,,,0,1,0,0,0,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
1020,0,B15,R,65,31,1,8.5,98,0,1,745,55.2,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
1021,0,B15,R,65,39,1,10,102,0,1,769,54.5,1,5088.45,2,1498.74,,,0,6,1,0,0,,2,0,0,0,0,,,0,0,1,109858.49,0,0,0,0,0,0,0,0,0,,,0
